Provinsi,Destinasi,Rating,Alamat,Detail,Jam Operasional,Biaya Masuk
Bali,Candi Tebing Gunung Kawi,4.7,"H8G6+QWG, br penaka, Tampaksiring, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552","Candi Gunung Kawi atau Candi Tebing Kawi adalah situs purbakala yang dilindungi di Bali. Candi ini berupa pahatan di dinding tebing batu padas ditepi sungai. Candi Gunung Kawi Memiliki sekitar 315 anak tangga di tubir Sungai Pakerisan. Suasana asri yang tampak dari rerimbunan pohon di tepi sungai, juga gemericik air dari sungai yang dikeramatkan di Bali ini membuat pengunjung seolah disambut oleh simfoni alam. Anak tangga-anak tangga untuk menuju Candi Gunung Kawi ini terbuat dari batu padas yang dibingkai dengan dinding batu.",Setiap Hari ( 08.00 - 18.00 WITA ),Rp 30.000
Bali,Mandala Suci Wenara Wana (Ubud Monkey Forest),4.5,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Mandala Suci Wenara Wana atau disebut juga Monkey Forest Ubud merupakan sebuah tempat cagar alam dan kompleks candi. Di tempat ini mempunyai kurang lebih 749 ekor monyet ekor panjang. Ada enam kelompok monyet yang menempati wilayah berbeda di hutan ini yaitu grup Pura, grup Hutan Baru, grup Sentral Point, grup timur, grup Michelin dan grup Kuburan. Monkey Forest Ubud ini pun juga terdapat tiga pura yang bernama Pura Dalem Agung Padangtegal, Pura Beji dan Pura Prajapati. ",Setiap Hari ( 09.00 - 17.00 WITA ),Rp 25.000 - Rp 80.000
Bali,Pulau Serangan Bali,4.5,"Pulau Serangan, Denpasar, Bali","Serangan adalah sebuah kelurahan dan pulau yang berada di wilayah Kecamatan Denpasar Selatan. Pulau ini banyak dikenal akan kura-kuranya dan terhubung ke Pulau Bali melalui jembatan. Di pulau ini terdapat Pura Sakenan, 1 dari 6 pura paling suci di Bali. Di samping itu, terdapat komunitas Muslim dari suku Bugis yang sudah lama menetap di pulau ini.",Setiap Hari ( 09.00 - 17.00 WITA ),Rp 5.000 - Rp 10.000
Bali,Pantai Pandawa Bali,4.6,"Jalan Pantai Pandawa, Desa Kutuh, Kecamatan Kuta Selatan, Kabupaten Badung, Provinsi Bali 80361","Pantai Pandawa adalah salah satu kawasan wisata di area Kuta Selatan. Pantai ini terletak di balik perbukitan dan sering disebut sebagai Pantai Rahasia (Secret Beach). Di sekitar pantai ini terdapat dua tebing yang sangat besar yang pada salah satu sisinya dipahat lima patung Pandawa dan Kunti. Keenam patung tersebut secarara berurutan (dari posisi tertinggi) diberi penejasan nama Dewi Kunti, Dharma Wangsa, Bima, Arjuna, Nakula, dan Sadewa. Selain untuk tujuan wisata dan olahraga air, pantai ini juga dimanfaatkan untuk budidaya rumput laut karena kontur pantai yang landai dan ombak yang tidak sampai ke garis pantai. ",Setiap Hari ( 08.00 - 18.00 WITA ),Rp 8.000
Bali,Garuda Wisnu Kencana,4.5,"Jl. Raya Uluwatu, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80364","Patung Garuda Wisnu Kencana (GWK) adalah sebuah tempat wisata yang terletak di Taman Budaya Garuda Kencana atau GWK yang terletak di bagian selatan Pulau Bali. Dirancang untuk menjadi patung tertinggi di Indonesia, Garuda Wisnu Kencana terinspirasi oleh cerita dari mitologi Hindu tentang pencarian Amrita (ramuan kehidupan). ",Setiap Hari ( 10.00 - 18.00 WITA ),Rp 125.000
Bali,Desa Penglipuran Bali,4.8,"Jl. Penglipuran, Kubu, Kec. Bangli, Kabupaten Bangli, Bali 80611","Desa adat Penglipuran merupakan sebuah komplek pemukiman penduduk yang ramah lingkungan, bangunan-bangunan tertata rapi dibangun di atas luas lahan yang sama, pintu utama (angku-angkul) berbentuk sama dan simetris, suasana perkampungan yang unik dan indah. Desa Penglipuran Bangli  memiliki tata ruang yang konseptual, membuatnya tampil unik, perumahan tertata sangat rapi, jalanan bersih dan tenang tanpa kendaraan bermotor. Sebuah tempat parkir disediakan untuk kendaraan anda baik itu mobil ataupun bus pariwisata.",Setiap Hari ( 24 Jam ) ,Rp 10.000 - Rp 30.000
NTB,Bukit Nanggi Sembalun,4.6,"Sembalun, Sambelia, Selong, Nusa Tenggara Bar. 83666","Bukit Nanggi merupakan bukit tertinggi yang ada di Sembalun dengan ketinggian total sekitar 2.300 mdpl, mirip dengan Gunung Tambora. Daya tarik yang ada di tempat wisata ini antara lain pemandangan yang alami, titik puncak yang menantang, kawasan pegunungan yang memukau, dapat melihat sunrise dan sunsite, serta area camping yang bagus. ",Setiap Hari ( 24 Jam ) ,Rp 10.000
NTB,Bukit Pergasingan Sembalun,4.7,"Sembalun Lawang, Sembalun, Sembalun Lawang, Sembalun, East Lombok Regency, West Nusa Tenggara 83656","Bukit Pergasingan merupakan salah satu jejeran bukit yang ada di kawasan lingkar Gunung Rinjani. Yang menjadi keunggulan Bukit Pergasingan dibandingkan bukit-bukit lain yang ada di kawasan TNGR adalah panorama yang disuguhkan selama pendakian. Para pendaki disuguhkan pemandangan Desa Sembalun dan berpetak-petak sawah warga sekitar yang berwarna warni, serta jejeran bukit-bukit lainnya yang mengelilingi Gunung Rinjani.",Setiap Hari ( 24 Jam ) ,Rp 15.000
NTB,Bukit Merese Pujut,4.7,"Jl. Kuta Lombok, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573","Bukit Merese atau warga setempat menyebutnya Merisik yang artinya bukit gundul. Disebut gundul karena tidak ditemui pepohonan di atasnya, hanya satu buah pohon di ujung barat bukit yang oleh para pengunjung sering disebut Pohon Galau. Pengunjung dapat melihat sunset di ufuk barat dengan langit yang berwarna senja, hijaunya rerumputan, garis pantai pasir putih Tanjung Aan dan birunya air laut Lombok bagian selatan, Pantai Tanjung Bongo yang tersembunyi ditambah lagi dengan kerbau yang berbaris rapi melintasi bukit ini.",Setiap Hari ( 06.00 - 18.00 WITA ),Gratis
NTB,Bukit Seger Kuta,4.7,"38R2+GFP, Jl. beach walk, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573","Bukit Seger Kuta merupakan destinasi wisata kombinasi antara bukit dan juga pantai. Daya tarik yang ada di tempat wisata ini antara lain bisa melakukan snorkeling, berenang, berselancar, menikmati pemandangan alam yang menawan, dan menyaksikan ritual Bau Nyale. Fasilitas yang disediakan antara lain warung makan, penginapan sederhana, lokasi parkir, toilet, kamar ganti, tempat untuk istirahat, jembatan, pondok-pondok, dan patung yang dibangun untuk mengenang sejarah dan tradisi.",Setiap Hari ( 24 Jam ) ,Rp 5.000 - Rp 10.000
NTB,Gunung Rinjani Sembalun,4.5,"Sembalun Lawang, Kec. Sembalun, Kabupaten Lombok Timur, Nusa Tenggara Bar.","Gunung Rinjani merupakan gunung berapi kedua tertinggi di Indonesia dengan ketinggian 3.726 mdpl. Gunung Rinjani dialasi oleh batuan sedimen klastik Neogen (termasuk batu gamping), dan setempat oleh batuan gunungapi Oligo-Miosen. Pendakian Gunung Rinjani (puncak) merupakan salah satu objek wisata yang menjadi andalan di kawasan Taman Nasional Gunung Rinjani karena pemandangannya yang menakjubkan.",Setiap Hari ( 24 Jam ) ,Rp 5.000 - Rp 7.500
NTB,Bukit Selong Sembalun,4.6,"Sembalun Lawang, Kec. Sembalun, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83656","Bukit Selong merupakan wisata alam yang bersejarah. Bukit Selong berada di Desa Sembalun Lawang, Lombok Timur, NTB; tepatnya berada di kaki Gunung RinjaniBukan hanya menawarkan tentang keindahan alam terbuka saja, namun sajian sejarah dan budaya, adalah bonus wisata saat berada di Bukit Selong. Fasilitas yang ada di tempat ini antara lain toilet, area parkir yang cukup luas, kedai penjual makanan, warung kopi serta area camping. ",Setiap Hari ( 24 Jam ) ,Rp 3.000
NTB,Air Terjun Benang Kelambu,4.5,"Desa, Aik Berik, Kec. Batukliang Utara, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83552","Air Terjun Benang Kelambu merupakan air terjun yang terletak di kawasan Geopark Rinjani. Air terjun ini telah diakui oleh UNESCO sebagai Taman Bumi Dunia. Air terjun ini berasal dari banyak mata air yang keluar melalui celah di sepanjang tebing. Namun, tebing yang tertutup dengan tumbuhan subur terlihat seakan air keluar dari situ. Itu sebabnya dinamakan Air Terjun Benang Kelambu. Lapisan tipis air terjun berwarna putih terlihat begitu menawan, persis seperti tirai kelambu yang menjuntai. Fasilitas yang tersedia di sini cukup memadai, terdapat area parkir, toilet, kamar ganti, tempat berteduh, kursi taman, warung makan dan minuman, gazebo, dan juga spot foto. ",Setiap Hari ( 07.00 - 17.30 WITA ),Rp 10.000
NTB,Mangku Sakti Water Fall,4.2,"Sambik Elen, Kec. Bayan, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83354",Mangku Sakti Water Fall merupakan air terjun yang anti-maintream dengan air yang tak jernih melainkan berwarna hijau toska. Hal tersebut karena campuran belerang pada air terjun. Aliran air terjun Mangku Sakti berasal dari Kokoq Puteq yang airnya langsung dari Danau Segara Anak di Gunung Rinjani. Aktivitas yang dapat dilakukan disini antara lain berenang dan berendam. Sebab air disini masih terbilang alami karena belum terkontaminasi oleh senyawa kimia maupun sampah. ,Setiap Hari ( 24 Jam ) ,Rp 5.000
NTB,Telaga Madu Waterfalls,3.6,"PF49+HVH, Sambik Elen, Kec. Bayan, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83354","Seperti air terjun dari aliran kokok Putek, airnya putih mengandung belerang. Kolam jatuhan airnya lumayan luas. Teman-teman bisa mandi dan berenang. Tetep safety no 1 ya. Jangan mandi di bawah jatuhan air.Jalan ke sini mohon dengarkan apa ada orang sedang potong kayu di atas. pernah kayu jatuh saat kami jalan. Alhamdulillah gak kena .di atas sungai ada kebun warga.Mohon kunjungi saat musim kering karena sungai ini besar dari atas. You never know apa yg terjadi kalo hujan sangat besar di hulu.Ke sini perlu persiapan karena treknya ada yang curam terutama di jalur ke umar maya.Bawa bekal air & snack cukup karena cuaca di sini cenderung panas",Setiap Hari ( 24 Jam ) ,Rp 20.000
NTB,Gili Air Lombok,4.4,"Gili Air, Gili Indah, Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Barat","Gili Air merupakan salah satu dari tiga pulau gili terkenal di Lombok, yaitu Gili Trawangan, dan Gili Meno. Berkunjung ke Gili Air wisatawan dapat menjelajahi beberapa titik untuk menikmati keanekaragaman hayati laut Indonesia. Diantaranya pengunjung dapat melihat spot kuda laut, kura-kura, beragam ikan dengan berbagai warna, serta keanekaragaman penghuni laut lainnya. Fasilitas wisata di Gili Air sangat lengkap,terdapat fasilitas seperti hotel, restoran, maupun bar, sehingga dapat membuat wisatawan nyaman berkunjung ke pulau ini. ",Setiap Hari ( 24 Jam ) ,Rp 12.000 - Rp 24.000
NTB,Gili Meno Lombok,4.5,"Pulau Gili Meno, Gili Indah, Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Barat","Gili Meno adalah salah satu dari tiga pulau kecil, selain Gili Trawangan dan Gili Air, yang menjadi kawasan wisata bahari. Di sini terdapat taman burung yang mempunyai koleksi burung-burung langka dari Indonesia dan mancanegara. Pasirnya putih dan masih alami. Di Gili ini pengunjung bisa snorkeling atau berenang sembari menikmati karang dan biodiversitasnya. Di Pulau ini menyajikan kicauan-kicauan burung yang mampu menenangkan hati dan pikiran.",Setiap Hari ( 24 Jam ) ,Gratis
NTB,Pantai Tanjung Aan,4.6,"Desa Pengembur, Sengkol, Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Barat","Pantai Tanjung Aan merupakan pantai yang berhadapan langsung dengan samudera hindia, mempunyai garis pantai yang melengkung panjang sekitar 2 km jaraknya. Di pantai ini butiran pasirnya berbentuk bulat-bulat besar seperti layaknya biji merica. Sehingga sebagian masyarakat lokal menyebutnya sebagai pantai merica atau pantai tepung. Warna biru tua dan hijau tosca air laut nan jernih akan membuat decak kagum bagi siapapun yang melihat secara langsung keindahan Pantai Tanjung Aan. Terdapat ayunan dari bilahan kayu yang disusun sedemikian rupa, yang menancap ditengah-tengah air laut dangkal. Pengunjung dapat berenang dan snorkeling.",Setiap Hari ( 24 Jam ) ,Gratis
NTB,Gili Nanggu Lombok,4.6,"Desa Batu Kijuk (Sekotong Barat), Sekotong Barat, Lombok Barat, Nusa Tenggara Barat","Gili Nanggu merupakan pulau yang terletak di Selat Lombok atau di pesisir barat Pulau Lombok. Layaknya panorama gili lainnya, Gili Nanggu juga punya hamparan pasir putih nan lembut dengan air laut yang berwarna gradasi biru jernih.Tak cuma itu, suasananya yang begitu tenang membuat Gili Nanggu kerap dipilih sebagai destinasi bulan madu bagi pengantin baru. Selain panorama alamnya yang memukau, pengunjung juga bisa melakukan sejumlah kegiatan seru di Gili Nanggu. Dari sekadar menikmati percikan ombak dan sun bathing, plesir ke pulau-pulau kecil di sekitar Gili Nanggu, berburu foto keren, dan hingga menjajal olahraga air seperti snorkeling atau diving. ",Setiap Hari ( 24 Jam ) ,Rp 5.000
NTB,Pink Beach Lombok,4.2,"Sekaroh, Jerowaru, Kabupaten Lombok Timur, Nusa Tenggara Barat","Pink beach atau pantai pink merupakan pantai dengan pasir pantai berwarna pink. Warna pink pada pasirnya sendiri berasal dari butir-butir asli warna putih pasir, bercampur dengan terumbu karang berwarna merah yang sudah mati. Selain bermain-main di Pink beach, Labuan Bajo, aktivitas favorit lainnya adalah melakukan snorkeling dan diving. Berbagai jenis terumbu karang dan ragam ikan yang indah, bisa kamu nikmati di taman bawah lautnya.",Setiap Hari ( 24 Jam ) ,Rp 10.000
NTB,Desa Sembalun Lombok,4.7,"Sembalun, Kabupaten Lombok Timur, Nusa Tenggara Barat","Kecamatan ini terdiri dari 6 desa yaitu Desa Sembalun Bumbung, Desa Sembalun Lawang, Desa Sajang, Desa Bilok Petung, Desa Sembalun, dan Desa Sembalun Timba Gading.Ibu kota Kecamatan Sembalun berada di Desa Sembalun Lawang, yang berjarak sekitar 45 km dari ibu kota Kabupaten Lombok Timur ( Selong ). Desa Sembalun Bumbung memiliki wilayah terluas yaitu 57,97 Km2 atau sekitar 26,70 % dari keseluruhan luas wilayah Kecamatan Sembalun, dan yang tekecil adalah Desa Sembalun Timba Gading dengan luas 15,76 Km2 .Desa-desa yang berada di Kecamatan Sembalun memiliki ketinggian yang bervariasi antara 800 hingga 1.200 meter di atas permukaan laut. Jarak tempuh tiap desa ke ibu kota kecamatan relatif dekat, jarak yang paling jauh yaitu dari Desa Sajang dan Desa Bilok Petung yang mencapai 6 km dan 15 km. Sedangkan jarak terdekat ke ibu kota kecamatan adalah Desa Sembalun yaitu 0.025 km (25 m), karena kantor kecamatan ada di dasa tersebut.",Setiap Hari ( 24 Jam ) ,Rp 5.000
NTB,Desa Bayan Sasak,4.0,"Dusun Bayan, Timur Desa, Bayan, Kabupaten Lombok Utara, Nusa Tenggara Barat",Desa Bayan Sasak merupakan pemukiman asli Suku Sasak yang hingga saat ini masih memegang teguh adat istiadat dan tradisi leluhur. Hal ini nampak dari arsitektur mereka yang masih sangat sederhana. Masyarakat Desa Bayan juga dikenal sangar ramah kepada siapa saja. Mereka akan mengundang siapapun yang ingin duduk di Berugaq rumahnya untuk ngobrol sambil mencicipi hidangan khas yang mereka sediakan. ,Setiap Hari ( 24 Jam ) ,Rp 2.000 - Rp 6.000
NTB,Wisata Alam Aiknyet,4.4,"Aiknyet desa Buwun Sejati, Sesaot, Kec. Narmada, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83371","Aik Nyet Sesaot yang merupakan sebuah pemandian alami di Desa Sesaot. Ketika  pertama kalinya datang ke tempat ini, suasana menyegarkan khas pegunungan akan menyapa dari langkah pertama. Hutan rimbun nan hijau akan menjadi pemandangan yang didapatkan selama perjalanan menuju pemandian. ",Setiap Hari ( 24 Jam ) ,Rp 5.000
NTB,Batu Payung Lombok,4.4,"Jalan Kuta Lombok, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573","Batu Payung merupakan batuan pyroklastik yang dalam ilmu geologi namanya tufa atau lapili dengan sisipan batu gamping. Seperti namanya Batu Payung, disini terdapat batu nesar yang mirip payung. Bagian bawah terlihat ramping kemudian bagian atas melebar sehingga Anda bisa berteduh di bawahnya layaknya payung.",Setiap Hari ( 24 Jam ) ,Rp 5.000
NTB,Goa Bangkang Prabu,4.2,"Prabu, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573","Goa Bangkang Prabu merupakan salah satu goa yang memiliki spot foto yang paling unik. Disekeliling goa, terdapat perbukitan dengan hutan yang hijau karena banyaknya tumbuhan dan pepohonan. Bagi para wisatawan yang berada di Lombok, jika telah merasa bosan dengan pantai-pantai yang terlihat di berbagai tempat, lokasi ini cocok untuk menjadi alternatif. Daya tarik yang paling menonjol dari obyek wisata ini adalah spot fotonya. Yaitu spot goa yang langit-langitnya dimasuki sinar dari atap goa. Penampakannya seperti efek cahaya yang turun dari langit. ",Setiap Hari ( 07.00 - 18.00 WITA ),Rp 10.000
NTB,Nest Sculpture Lombok,4.5,"Gili Indah, Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Barat","Patung yang sangat indah terdiri dari lingkaran 48 tokoh seukuran manusia yang mengelilingi lebih banyak tokoh di dasar laut. Dirancang oleh Jason deCaires Taylor, potongan-potongan yang saling terkait terhubung untuk menyediakan platform bagi kehidupan laut untuk menjajah dan menghuni. Ketika karang terus terbentuk pada patung netral pH, semakin banyak kehidupan laut akan terbentuk.Diberikan kepada masyarakat setempat oleh BASK Gili Meno, terumbu buatan manusia ini terletak di perairan dangkal yang merupakan berenang singkat dari pantai. Hal ini dengan cepat menjadi nomor satu harus melihat daya tarik di Kepulauan Gili, dengan perusahaan perahu lokal menyediakan perjalanan reguler ke patung-patung dari pulau-pulau sekitarnya.",Setiap Hari ( 09.00 - 17.00 WITA ),Rp 25.000 - Rp 50.000
NTT,Taman Nasional Komodo,4.7,"Jalan Kasimo, Balai Taman Nasional Komodo, Labuan Bajo, Kabupaten Manggarai Barat, Flores, Provinsi Nusa Tenggara Timur 86754","Taman nasional ini terdiri atas tiga pulau besar Pulau Komodo, Pulau Rinca, dan Pulau Padar serta beberapa pulau kecil lainnya. Di taman nasional ini terdapat 277 spesies hewan yang merupakan perpaduan hewan yang berasal dari Asia dan Australia, yang terdiri dari 32 spesies mamalia, 128 spesies burung, dan 37 spesies reptilia. ",Setiap Hari ( 24 Jam ) ,Rp 5.000 - Rp 225.000
NTT,Pulau Kera Kupang,4.7,"Pulau Kera, Desa Uiasa, Kecamatan Semau, Kabupaten Kupang, Nusa Tenggara Timur","Pulau Kera merupakan sebuah pulau yang berpasir putih di sepanjang pantainya. Daya tarik yang dimiliki pulau ini adalah pantainya yang eksotis, adanya nuansa kesegaran alam, dan paket wisata unik menarik. ",Setiap Hari ( 24 Jam ) ,Gratis
NTT,Air Terjun Tanggedu,4.8,"C3GR+367, Ndapayami, Kec. Kanatang, Kabupaten Sumba Timur, Nusa Tenggara Tim.",Air Terjun Tanggedu adalah sebuah air terjun yang terletak di Desa Tanggedu. Air terjun ini bisa dicapai dengan menggunakan kendaraan roda dua dan roda empat yang melintasi Desa Mondu dan Kampung Adat Prainatang. Air Terjun Tanggedu memiliki ciri khas berupa relief bebatuannya yang unik.,Setiap Hari ( 24 Jam ) ,Rp 2.000
NTT,Gili Lawadarat Manggarai,4.9,"Komodo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim.",Gili lawa darat merupakan salah satu destinasi trip sailing Flores yaitu berlayar dengan kapal live on board dan mengunjungi destinasi destinasi yang ada di Flores. Keistimewaan di gili lawa ini adalah kita dapat menemukan matahari terbenam dan matahari terbit. Merupakan bukit yang terdapat savana sehingga kita dapat menikmati suasana tenang dan indahnya gili lawa. Terdapat juga beberapa rusa yang hidup disana ditambah dengan view laut yang memanjakan mata,Setiap Hari ( 24 Jam ) ,Gratis
NTT,Danau Kelimutu Ende,4.6,"Woloara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim.","Danau atau Tiwu Kelimutu di bagi atas tiga bagian yang sesuai dengan warna - warna yang ada di dalam danau. Danau berwarna biru atau ""Tiwu Nuwa Muri Koo Fai"" merupakan tempat berkumpulnya jiwa-jiwa muda-mudi yang telah meninggal. Danau yang berwarna merah atau ""Tiwu Ata Polo"" merupakan tempat berkumpulnya jiwa-jiwa orang yang telah meninggal dan selama ia hidup selalu melakukan kejahatan/tenung. Sedangkan danau berwarna putih atau ""Tiwu Ata Mbupu"" merupakan tempat berkumpulnya jiwa-jiwa orang tua yang telah meninggal.",Setiap Hari ( 24 Jam ) ,Rp 5.000
